Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","2008","2008","ha","141151","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","2009","2009","ha","139576","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","2010","2010","ha","136217","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","2011","2011","ha","133870","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","2012","2012","ha","131604","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","2013","2013","ha","130661","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","2014","2014","ha","128763","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","2015","2015","ha","131030","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","2016","2016","ha","133060","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","2017","2017","ha","132820","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","2018","2018","ha","117600","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","2019","2019","ha","119301","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","2020","2020","ha","119504","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1961","1961","hg/ha","139842","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1962","1962","hg/ha","141510","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1963","1963","hg/ha","143045","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1964","1964","hg/ha","156929","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1965","1965","hg/ha","158906","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1966","1966","hg/ha","153463","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1967","1967","hg/ha","147490","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1968","1968","hg/ha","151143","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1969","1969","hg/ha","189960","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1970","1970","hg/ha","178164","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1971","1971","hg/ha","177612","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1972","1972","hg/ha","162615","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1973","1973","hg/ha","175948","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1974","1974","hg/ha","186239","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1975","1975","hg/ha","213351","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1976","1976","hg/ha","179918","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1977","1977","hg/ha","187260","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1978","1978","hg/ha","210615","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1979","1979","hg/ha","223457","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1980","1980","hg/ha","239794","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1981","1981","hg/ha","209090","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1982","1982","hg/ha","217631","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1983","1983","hg/ha","221224","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1984","1984","hg/ha","220621","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1985","1985","hg/ha","205967","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1986","1986","hg/ha","199117","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1987","1987","hg/ha","266204","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1988","1988","hg/ha","220676","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1989","1989","hg/ha","232220","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1990","1990","hg/ha","228601","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1991","1991","hg/ha","242203","E","Estimated value"
